IDbsub	BiolProc	MolFun	CellComp
BSU30080	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869		
BSU30090			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30100		GO:0000166 GO:0003824 GO:0005488 GO:0016491 GO:0036094 GO:0097159 GO:1901265 GO:1901363	
BSU30110			GO:0005886 GO:0016020 GO:0071944 GO:0110165
BSU30120	GO:0005975 GO:0008152 GO:0009056 GO:0044238 GO:0071704 GO:1901575	GO:0003824 GO:0004553 GO:0016787 GO:0016798 GO:0102211	GO:0005622 GO:0005737 GO:0110165
BSU30135	GO:0006810 GO:0008643 GO:0009987 GO:0051179 GO:0051234 GO:0055085 GO:0071702		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30150	GO:0006355 GO:0009889 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0031323 GO:0031326 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0003676 GO:0003677 GO:0003700 GO:0005488 GO:0043565 GO:0097159 GO:0140110 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30160	GO:0006810 GO:0008643 GO:0051179 GO:0051234 GO:0071702		GO:0005886 GO:0016020 GO:0071944 GO:0110165
BSU30170	GO:0006810 GO:0008643 GO:0009987 GO:0051179 GO:0051234 GO:0055085 GO:0071702		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30180			
BSU30190	GO:0006082 GO:0006766 GO:0006767 GO:0006768 GO:0006790 GO:0006807 GO:0008152 GO:0009058 GO:0009102 GO:0009110 GO:0009987 GO:0016053 GO:0018130 GO:0019752 GO:0032787 GO:0034641 GO:0042364 GO:0043436 GO:0043603 GO:0043604 GO:0044237 GO:0044249 GO:0044271 GO:0044272 GO:0044281 GO:0044283 GO:0046394 GO:0046483 GO:0071704 GO:0072330 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576	GO:0003824 GO:0004497 GO:0005488 GO:0005506 GO:0016491 GO:0016705 GO:0020037 GO:0043167 GO:0043169 GO:0046872 GO:0046906 GO:0046914 GO:0097159 GO:1901363	
BSU30200	GO:0006082 GO:0006766 GO:0006767 GO:0006768 GO:0006790 GO:0006807 GO:0008152 GO:0009058 GO:0009102 GO:0009110 GO:0009987 GO:0016053 GO:0018130 GO:0019752 GO:0032787 GO:0034641 GO:0042364 GO:0043436 GO:0043603 GO:0043604 GO:0044237 GO:0044249 GO:0044271 GO:0044272 GO:0044281 GO:0044283 GO:0046394 GO:0046483 GO:0071704 GO:0072330 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576	GO:0003824 GO:0004076 GO:0005488 GO:0005506 GO:0016740 GO:0016782 GO:0016783 GO:0043167 GO:0043169 GO:0046872 GO:0046914 GO:0051536 GO:0051537 GO:0051539 GO:0051540	
BSU30210	GO:0006082 GO:0006766 GO:0006767 GO:0006768 GO:0006790 GO:0006807 GO:0008152 GO:0009058 GO:0009102 GO:0009110 GO:0009987 GO:0016053 GO:0018130 GO:0019752 GO:0032787 GO:0034641 GO:0042364 GO:0043436 GO:0043603 GO:0043604 GO:0044237 GO:0044249 GO:0044271 GO:0044272 GO:0044281 GO:0044283 GO:0046394 GO:0046483 GO:0071704 GO:0072330 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576	GO:0000166 GO:0000287 GO:0003824 GO:0004141 GO:0005488 GO:0005524 GO:0016874 GO:0016879 GO:0016882 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0043169 GO:0046872 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU30220	GO:0006082 GO:0006766 GO:0006767 GO:0006768 GO:0006790 GO:0006807 GO:0008152 GO:0009058 GO:0009102 GO:0009110 GO:0009987 GO:0016053 GO:0018130 GO:0019752 GO:0032787 GO:0034641 GO:0042364 GO:0043436 GO:0043603 GO:0043604 GO:0044237 GO:0044249 GO:0044271 GO:0044272 GO:0044281 GO:0044283 GO:0046394 GO:0046483 GO:0071704 GO:0072330 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576	GO:0003824 GO:0005488 GO:0008710 GO:0016740 GO:0016746 GO:0016747 GO:0019842 GO:0030170 GO:0036094 GO:0043167 GO:0043168 GO:0070279 GO:0097159 GO:1901363	
BSU30230	GO:0006082 GO:0006766 GO:0006767 GO:0006768 GO:0006790 GO:0006807 GO:0008152 GO:0009058 GO:0009102 GO:0009110 GO:0009987 GO:0016053 GO:0018130 GO:0019752 GO:0032787 GO:0034641 GO:0042364 GO:0043436 GO:0043603 GO:0043604 GO:0044237 GO:0044249 GO:0044271 GO:0044272 GO:0044281 GO:0044283 GO:0046394 GO:0046483 GO:0071704 GO:0072330 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576	GO:0003824 GO:0004015 GO:0005488 GO:0008483 GO:0016740 GO:0016769 GO:0019842 GO:0030170 GO:0036094 GO:0043167 GO:0043168 GO:0070279 GO:0097159 GO:1901363	GO:0005622 GO:0005737 GO:0110165
BSU30240	GO:0006082 GO:0006766 GO:0006767 GO:0006768 GO:0006790 GO:0006807 GO:0008152 GO:0009058 GO:0009102 GO:0009110 GO:0009987 GO:0016053 GO:0018130 GO:0019752 GO:0032787 GO:0034641 GO:0042364 GO:0043436 GO:0043603 GO:0043604 GO:0044237 GO:0044249 GO:0044271 GO:0044272 GO:0044281 GO:0044283 GO:0046394 GO:0046483 GO:0071704 GO:0072330 GO:1901360 GO:1901362 GO:1901564 GO:1901566 GO:1901576	GO:0000166 GO:0000287 GO:0003824 GO:0005488 GO:0005524 GO:0016405 GO:0016874 GO:0016877 GO:0016878 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0042410 GO:0043167 GO:0043168 GO:0043169 GO:0046872 GO:0097159 GO:0097367 GO:1901265 GO:1901363	
BSU30250	GO:0006508 GO:0006807 GO:0008152 GO:0019538 GO:0043170 GO:0044238 GO:0071704 GO:1901564	GO:0003824 GO:0004175 GO:0004252 GO:0008233 GO:0008236 GO:0016787 GO:0017171 GO:0140096	GO:0110165
BSU30260	GO:0006355 GO:0009889 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0031323 GO:0031326 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0000976 GO:0001067 GO:0003676 GO:0003677 GO:0003690 GO:0003700 GO:0005488 GO:0043565 GO:0097159 GO:0140110 GO:1901363 GO:1990837	GO:0005622 GO:0005737 GO:0110165
BSU30270	GO:0006810 GO:0008643 GO:0015774 GO:0033036 GO:0033037 GO:0051179 GO:0051234 GO:0071702		GO:0005886 GO:0016020 GO:0071944 GO:0110165
BSU30280	GO:0006810 GO:0008643 GO:0009987 GO:0015774 GO:0033036 GO:0033037 GO:0051179 GO:0051234 GO:0055085 GO:0071702		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30290	GO:0006810 GO:0008643 GO:0009987 GO:0015774 GO:0033036 GO:0033037 GO:0051179 GO:0051234 GO:0055085 GO:0071702		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30300	GO:0005975 GO:0008152 GO:0044238 GO:0071704	GO:0003824 GO:0004553 GO:0004557 GO:0005488 GO:0015925 GO:0016491 GO:0016614 GO:0016616 GO:0016787 GO:0016798 GO:0043167 GO:0043169 GO:0046872 GO:0052692	GO:0005622 GO:0005737 GO:0110165
BSU30310		GO:0003824 GO:0016740	
BSU30320	GO:0006082 GO:0006139 GO:0006399 GO:0006412 GO:0006418 GO:0006429 GO:0006450 GO:0006518 GO:0006520 GO:0006725 GO:0006807 GO:0008152 GO:0009058 GO:0009059 GO:0009987 GO:0010467 GO:0016070 GO:0019538 GO:0019752 GO:0034641 GO:0034645 GO:0034660 GO:0043038 GO:0043039 GO:0043043 GO:0043170 GO:0043436 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044271 GO:0044281 GO:0046483 GO:0065007 GO:0065008 GO:0071704 GO:0090304 GO:0106074 GO:1901360 GO:1901564 GO:1901566 GO:1901576	GO:0000166 GO:0002161 GO:0003824 GO:0004812 GO:0004823 GO:0005488 GO:0005524 GO:0016787 GO:0016788 GO:0016874 GO:0016875 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0052689 GO:0097159 GO:0097367 GO:0140098 GO:0140101 GO:0140640 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU30330			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30340	GO:0050896	GO:0009881 GO:0038023 GO:0060089	
BSU30350	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30360			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30370	GO:0006810 GO:0009987 GO:0042221 GO:0046677 GO:0050896 GO:0051179 GO:0051234 GO:0055085		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30380	GO:0006810 GO:0009987 GO:0042221 GO:0046677 GO:0050896 GO:0051179 GO:0051234 GO:0055085	GO:0000166 GO:0005215 GO:0005488 GO:0005524 GO:0017076 GO:0022857 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0071944 GO:0110165
BSU30390	GO:0000160 GO:0006468 GO:0006793 GO:0006796 GO:0006807 GO:0007154 GO:0007165 GO:0008152 GO:0009987 GO:0016310 GO:0018106 GO:0018193 GO:0018202 GO:0019538 GO:0023052 GO:0035556 GO:0036211 GO:0043170 GO:0043412 GO:0044237 GO:0044238 GO:0050789 GO:0050794 GO:0050896 GO:0051716 GO:0065007 GO:0071704 GO:1901564	GO:0000166 GO:0003824 GO:0004672 GO:0004673 GO:0005488 GO:0005524 GO:0016301 GO:0016740 GO:0016772 GO:0016773 GO:0016775 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140096 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30400	GO:0000160 GO:0006355 GO:0007154 GO:0007165 GO:0009889 GO:0009891 GO:0009893 GO:0009987 GO:0010468 GO:0010556 GO:0010557 GO:0010604 GO:0019219 GO:0019222 GO:0023052 GO:0031323 GO:0031325 GO:0031326 GO:0031328 GO:0035556 GO:0045893 GO:0045935 GO:0048518 GO:0048522 GO:0050789 GO:0050794 GO:0050896 GO:0051171 GO:0051173 GO:0051252 GO:0051254 GO:0051716 GO:0060255 GO:0065007 GO:0080090 GO:1902680 GO:1903506 GO:1903508 GO:2001141	GO:0000156 GO:0000976 GO:0001067 GO:0001216 GO:0003676 GO:0003677 GO:0003690 GO:0003700 GO:0005488 GO:0043565 GO:0060089 GO:0097159 GO:0140110 GO:1901363 GO:1990837	GO:0005622 GO:0005737 GO:0005829 GO:0032991 GO:0032993 GO:0110165
BSU30410	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30420	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0000166 GO:0005215 GO:0005488 GO:0005524 GO:0017076 GO:0022857 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0071944 GO:0110165
BSU30430			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30440			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30450		GO:0000166 GO:0005488 GO:0005524 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0071944 GO:0110165
BSU30460	GO:0006355 GO:0009889 GO:0010468 GO:0010556 GO:0019219 GO:0019222 GO:0031323 GO:0031326 GO:0050789 GO:0050794 GO:0051171 GO:0051252 GO:0060255 GO:0065007 GO:0080090 GO:1903506 GO:2001141	GO:0003676 GO:0003677 GO:0003700 GO:0005488 GO:0097159 GO:0140110 GO:1901363	
BSU30466			GO:0016020 GO:0016021 GO:0031224 GO:0110165
BSU30470			
BSU30480		GO:0003824 GO:0005488 GO:0043167 GO:0043169 GO:0046872 GO:0051536 GO:0051539 GO:0051540	
BSU30490	GO:0008152 GO:0032259	GO:0003824 GO:0008168 GO:0016740 GO:0016741	
BSU30500		GO:0003824 GO:0016829	
BSU30510	GO:0008152 GO:0009058 GO:0009987 GO:0016999 GO:0017000 GO:0044237 GO:0044249	GO:0003824 GO:0016298 GO:0016787 GO:0016788 GO:0052689	GO:0016020 GO:0110165
BSU30520		GO:0003824 GO:0016740	
BSU30530	GO:0003333 GO:0006810 GO:0006865 GO:0009987 GO:0015849 GO:0051179 GO:0051234 GO:0055085 GO:0071702 GO:0071705 GO:1903825 GO:1905039	GO:0005215 GO:0005342 GO:0015171 GO:0022857 GO:0046943	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30540	GO:0006082 GO:0006520 GO:0006528 GO:0006529 GO:0006541 GO:0006807 GO:0008152 GO:0008652 GO:0009058 GO:0009064 GO:0009066 GO:0009067 GO:0009987 GO:0016053 GO:0019752 GO:0034641 GO:0043436 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044271 GO:0044281 GO:0044283 GO:0046394 GO:0070981 GO:0070982 GO:0071704 GO:1901564 GO:1901566 GO:1901576 GO:1901605 GO:1901607	GO:0000166 GO:0003824 GO:0004066 GO:0005488 GO:0005524 GO:0016874 GO:0016879 GO:0016884 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	
BSU30550	GO:0006556 GO:0006730 GO:0006790 GO:0008152 GO:0009058 GO:0009987 GO:0044237 GO:0044249 GO:0044272 GO:0044281 GO:0046500 GO:0071704 GO:1901576	GO:0000166 GO:0000287 GO:0003824 GO:0004478 GO:0005488 GO:0005524 GO:0016740 GO:0016765 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0043169 GO:0046872 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU30560	GO:0005975 GO:0005996 GO:0006006 GO:0006094 GO:0008152 GO:0009058 GO:0016051 GO:0019318 GO:0019319 GO:0044238 GO:0044281 GO:0044283 GO:0046364 GO:0071704 GO:1901576	GO:0000166 GO:0003824 GO:0004611 GO:0004612 GO:0005488 GO:0005524 GO:0016829 GO:0016830 GO:0016831 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0043169 GO:0046872 GO:0097159 GO:0097367 GO:1901265 GO:1901363	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU30570			
BSU30580	GO:0006508 GO:0006807 GO:0008152 GO:0019538 GO:0043170 GO:0044238 GO:0071704 GO:1901564	GO:0003824 GO:0004175 GO:0004252 GO:0008233 GO:0008236 GO:0016787 GO:0017171 GO:0140096	GO:0110165
BSU30595	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0071944 GO:0110165
BSU30610		GO:0000166 GO:0005488 GO:0005524 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	
BSU30620	GO:0006810 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0005215 GO:0022857	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30630		GO:0003824 GO:0005488 GO:0016462 GO:0016787 GO:0016817 GO:0016818 GO:0035539 GO:0043167 GO:0043169 GO:0046872 GO:0047429	GO:0005622 GO:0005737 GO:0110165
BSU30640			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30650		GO:0003824 GO:0005488 GO:0005506 GO:0008199 GO:0016491 GO:0016722 GO:0043167 GO:0043169 GO:0046872 GO:0046914	
BSU30659			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30660			
BSU30670	GO:0007154 GO:0007267 GO:0009372 GO:0009595 GO:0009607 GO:0009987 GO:0023052 GO:0050896 GO:0051606 GO:0060245	GO:0003824 GO:0005488 GO:0005506 GO:0016829 GO:0016846 GO:0043167 GO:0043169 GO:0043768 GO:0046872 GO:0046914	
BSU30680			GO:0005886 GO:0016020 GO:0071944 GO:0110165
BSU30690		GO:0003824 GO:0004089 GO:0005488 GO:0008270 GO:0016829 GO:0016835 GO:0016836 GO:0043167 GO:0043169 GO:0046872 GO:0046914	
BSU30700	GO:0006412 GO:0006518 GO:0006807 GO:0008152 GO:0009058 GO:0009059 GO:0009987 GO:0010467 GO:0019538 GO:0034641 GO:0034645 GO:0043043 GO:0043170 GO:0043603 GO:0043604 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044271 GO:0071704 GO:1901564 GO:1901566 GO:1901576	GO:0003735 GO:0005198	GO:0005622 GO:0005840 GO:0043226 GO:0043228 GO:0043229 GO:0043232 GO:0110165
BSU30710	GO:0006091 GO:0006119 GO:0008152 GO:0009060 GO:0009653 GO:0009987 GO:0015980 GO:0019646 GO:0022900 GO:0022904 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0044237 GO:0045333 GO:0048646 GO:0048856 GO:0048869	GO:0003824 GO:0005488 GO:0009055 GO:0016491 GO:0016679 GO:0016682 GO:0020037 GO:0043167 GO:0043169 GO:0046872 GO:0046906 GO:0097159 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0032991 GO:0070069 GO:0071944 GO:0110165
BSU30720	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869		GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30739			
BSU30740	GO:0006810 GO:0006811 GO:0009987 GO:0010035 GO:0010038 GO:0010043 GO:0042221 GO:0050896 GO:0051179 GO:0051234 GO:0055085		GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0032991 GO:0043190 GO:0071944 GO:0098533 GO:0098796 GO:0098797 GO:0110165 GO:1902495 GO:1990351
BSU30750	GO:0006810 GO:0006811 GO:0009987 GO:0010035 GO:0010038 GO:0010043 GO:0042221 GO:0050896 GO:0051179 GO:0051234 GO:0055085		GO:0005886 GO:0005887 GO:0016020 GO:0016021 GO:0031224 GO:0031226 GO:0032991 GO:0043190 GO:0071944 GO:0098533 GO:0098796 GO:0098797 GO:0110165 GO:1902495 GO:1990351
BSU30760	GO:0006810 GO:0006811 GO:0009987 GO:0051179 GO:0051234 GO:0055085	GO:0000166 GO:0005215 GO:0005488 GO:0005524 GO:0015399 GO:0017076 GO:0022804 GO:0022857 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0042626 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:0140657 GO:1901265 GO:1901363	GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0032991 GO:0043190 GO:0071944 GO:0098533 GO:0098796 GO:0098797 GO:0110165 GO:1902495 GO:1990351
BSU30770	GO:0006810 GO:0006811 GO:0006812 GO:0007155 GO:0009987 GO:0030001 GO:0051179 GO:0051234	GO:0005488 GO:0043167 GO:0043169 GO:0046872	GO:0005886 GO:0016020 GO:0045121 GO:0071944 GO:0098857 GO:0110165
BSU30780	GO:0008152 GO:0009058 GO:0009233 GO:0009234 GO:0009987 GO:0042180 GO:0042181 GO:0044237 GO:0044249 GO:0044281 GO:0044283 GO:0071704 GO:1901576 GO:1901661 GO:1901663	GO:0000287 GO:0003824 GO:0005488 GO:0016829 GO:0016835 GO:0016836 GO:0043167 GO:0043169 GO:0043748 GO:0046872	
BSU30790	GO:0008152 GO:0009058 GO:0009233 GO:0009234 GO:0009987 GO:0042180 GO:0042181 GO:0044237 GO:0044249 GO:0044281 GO:0044283 GO:0071704 GO:1901576 GO:1901661 GO:1901663	GO:0000166 GO:0003824 GO:0005488 GO:0005524 GO:0008756 GO:0016405 GO:0016874 GO:0016877 GO:0016878 GO:0017076 GO:0030554 GO:0032553 GO:0032555 GO:0032559 GO:0035639 GO:0036094 GO:0043167 GO:0043168 GO:0097159 GO:0097367 GO:1901265 GO:1901363	
BSU30800	GO:0008152 GO:0009058 GO:0009233 GO:0009234 GO:0009987 GO:0042180 GO:0042181 GO:0044237 GO:0044249 GO:0044281 GO:0044283 GO:0071704 GO:1901576 GO:1901661 GO:1901663	GO:0003824 GO:0005488 GO:0008935 GO:0016829 GO:0016830 GO:0016833 GO:0043167 GO:0043168 GO:0071890	GO:0005622 GO:0005737 GO:0005829 GO:0110165
BSU30810	GO:0008152 GO:0009058 GO:0009233 GO:0009234 GO:0009987 GO:0042180 GO:0042181 GO:0044237 GO:0044249 GO:0044281 GO:0044283 GO:0071704 GO:1901576 GO:1901661 GO:1901663	GO:0003824 GO:0016829 GO:0016835 GO:0070205	
BSU30820	GO:0008152 GO:0009058 GO:0009233 GO:0009234 GO:0009987 GO:0042180 GO:0042181 GO:0044237 GO:0044249 GO:0044281 GO:0044283 GO:0071704 GO:1901576 GO:1901661 GO:1901663	GO:0000287 GO:0003824 GO:0005488 GO:0016740 GO:0016744 GO:0019842 GO:0030145 GO:0030976 GO:0036094 GO:0043167 GO:0043168 GO:0043169 GO:0046872 GO:0046914 GO:0050997 GO:0070204 GO:0097159 GO:1901363 GO:1901681	
BSU30830	GO:0006082 GO:0006725 GO:0008152 GO:0009058 GO:0009233 GO:0009234 GO:0009696 GO:0009697 GO:0009987 GO:0016053 GO:0018958 GO:0019438 GO:0019752 GO:0032787 GO:0042180 GO:0042181 GO:0042537 GO:0043436 GO:0044237 GO:0044249 GO:0044281 GO:0044283 GO:0046189 GO:0046394 GO:0071704 GO:0072330 GO:1901360 GO:1901362 GO:1901576 GO:1901615 GO:1901617 GO:1901661 GO:1901663	GO:0000287 GO:0003824 GO:0005488 GO:0008909 GO:0016853 GO:0016866 GO:0043167 GO:0043169 GO:0046872 GO:0050486	
BSU30840		GO:0005488 GO:0008270 GO:0043167 GO:0043169 GO:0046872 GO:0046914	
BSU30850	GO:0006011 GO:0006139 GO:0006725 GO:0006793 GO:0006807 GO:0008152 GO:0009058 GO:0009225 GO:0009987 GO:0034641 GO:0044237 GO:0044238 GO:0044281 GO:0046483 GO:0055086 GO:0071704 GO:1901135 GO:1901360	GO:0003824 GO:0003983 GO:0016740 GO:0016772 GO:0016779 GO:0051748 GO:0070569	
BSU30860	GO:0000271 GO:0005975 GO:0005976 GO:0006065 GO:0006082 GO:0006139 GO:0006725 GO:0006793 GO:0006807 GO:0008152 GO:0009058 GO:0009059 GO:0009225 GO:0009226 GO:0009987 GO:0016043 GO:0016051 GO:0016053 GO:0018130 GO:0019438 GO:0019752 GO:0034641 GO:0034654 GO:0043170 GO:0043436 GO:0044237 GO:0044238 GO:0044249 GO:0044271 GO:0044281 GO:0044283 GO:0045229 GO:0046394 GO:0046398 GO:0046483 GO:0055086 GO:0071554 GO:0071555 GO:0071704 GO:0071840 GO:1901135 GO:1901137 GO:1901360 GO:1901362 GO:1901576	GO:0000166 GO:0003824 GO:0003979 GO:0005488 GO:0016491 GO:0016614 GO:0016616 GO:0036094 GO:0051287 GO:0097159 GO:1901265 GO:1901363	
BSU30870		GO:0003824 GO:0016829	
BSU30880		GO:0003824 GO:0016740 GO:0016757	
BSU30890			
BSU30900	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869		GO:0042601 GO:0042763 GO:0110165
BSU30910	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869	GO:0003824 GO:0016740 GO:0016757	
BSU30920	GO:0009653 GO:0009987 GO:0030154 GO:0030435 GO:0032502 GO:0043934 GO:0048646 GO:0048856 GO:0048869		GO:0042601 GO:0042763 GO:0110165
BSU30930			GO:0005886 GO:0016020 GO:0016021 GO:0031224 GO:0071944 GO:0110165
BSU30940	GO:0000272 GO:0005975 GO:0005976 GO:0005977 GO:0005980 GO:0006073 GO:0006091 GO:0006112 GO:0008152 GO:0009056 GO:0009057 GO:0009251 GO:0009987 GO:0015980 GO:0016052 GO:0043170 GO:0044042 GO:0044237 GO:0044238 GO:0044247 GO:0044248 GO:0044260 GO:0044262 GO:0044264 GO:0044275 GO:0071704 GO:1901575	GO:0003824 GO:0004645 GO:0005488 GO:0008184 GO:0016740 GO:0016757 GO:0016758 GO:0019842 GO:0030170 GO:0036094 GO:0043167 GO:0043168 GO:0070279 GO:0097159 GO:0102250 GO:0102499 GO:1901363	GO:0005622 GO:0005737 GO:0110165
BSU30950	GO:0000271 GO:0005975 GO:0005976 GO:0005977 GO:0005978 GO:0006073 GO:0006091 GO:0006112 GO:0008152 GO:0009058 GO:0009059 GO:0009250 GO:0009987 GO:0015980 GO:0016051 GO:0033692 GO:0034637 GO:0034645 GO:0043170 GO:0044042 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044262 GO:0044264 GO:0071704 GO:1901576	GO:0003824 GO:0004373 GO:0008194 GO:0009011 GO:0016740 GO:0016757 GO:0016758 GO:0033201 GO:0035251 GO:0046527	
BSU30960	GO:0000271 GO:0005975 GO:0005976 GO:0005977 GO:0005978 GO:0006073 GO:0006091 GO:0006112 GO:0008152 GO:0009058 GO:0009059 GO:0009250 GO:0009987 GO:0015980 GO:0016051 GO:0033692 GO:0034637 GO:0034645 GO:0043170 GO:0044042 GO:0044237 GO:0044238 GO:0044249 GO:0044260 GO:0044262 GO:0044264 GO:0071704 GO:1901576	GO:0003824 GO:0008878 GO:0016740 GO:0016772 GO:0016779 GO:0070566	
